	field	enumeration	enumeration_description
7281	puma	CA, 11105	Public Use Microdata Area 11105
7282	puma	CA, 11106	Public Use Microdata Area 11106
7283	puma	CA, 11300	Public Use Microdata Area 11300
7284	puma	CO, 00100	Public Use Microdata Area 00100
7285	puma	CO, 00102	Public Use Microdata Area 00102
7286	puma	CO, 00103	Public Use Microdata Area 00103
7287	puma	CO, 00200	Public Use Microdata Area 00200
7288	puma	CO, 00300	Public Use Microdata Area 00300
7289	puma	CO, 00400	Public Use Microdata Area 00400
7290	puma	CO, 00600	Public Use Microdata Area 00600
7291	puma	CO, 00700	Public Use Microdata Area 00700
7292	puma	CO, 00800	Public Use Microdata Area 00800
7293	puma	CO, 00801	Public Use Microdata Area 00801
7294	puma	CO, 00802	Public Use Microdata Area 00802
7295	puma	CO, 00803	Public Use Microdata Area 00803
7296	puma	CO, 00804	Public Use Microdata Area 00804
7297	puma	CO, 00805	Public Use Microdata Area 00805
7298	puma	CO, 00806	Public Use Microdata Area 00806
7299	puma	CO, 00807	Public Use Microdata Area 00807
7300	puma	CO, 00808	Public Use Microdata Area 00808
7301	puma	CO, 00809	Public Use Microdata Area 00809
7302	puma	CO, 00810	Public Use Microdata Area 00810
7303	puma	CO, 00811	Public Use Microdata Area 00811
7304	puma	CO, 00812	Public Use Microdata Area 00812
7305	puma	CO, 00813	Public Use Microdata Area 00813
7306	puma	CO, 00814	Public Use Microdata Area 00814
7307	puma	CO, 00815	Public Use Microdata Area 00815
7308	puma	CO, 00816	Public Use Microdata Area 00816
7309	puma	CO, 00817	Public Use Microdata Area 00817
7310	puma	CO, 00818	Public Use Microdata Area 00818
7311	puma	CO, 00819	Public Use Microdata Area 00819
7312	puma	CO, 00820	Public Use Microdata Area 00820
7313	puma	CO, 00821	Public Use Microdata Area 00821
7314	puma	CO, 00822	Public Use Microdata Area 00822
7315	puma	CO, 00823	Public Use Microdata Area 00823
7316	puma	CO, 00824	Public Use Microdata Area 00824
7317	puma	CO, 00900	Public Use Microdata Area 00900
7318	puma	CO, 01001	Public Use Microdata Area 01001
7319	puma	CO, 01002	Public Use Microdata Area 01002
7320	puma	CO, 04101	Public Use Microdata Area 04101
7321	puma	CO, 04102	Public Use Microdata Area 04102
7322	puma	CO, 04103	Public Use Microdata Area 04103
7323	puma	CO, 04104	Public Use Microdata Area 04104
7324	puma	CO, 04105	Public Use Microdata Area 04105
7325	puma	CO, 04106	Public Use Microdata Area 04106
7326	puma	CT, 00100	Public Use Microdata Area 00100
7327	puma	CT, 00101	Public Use Microdata Area 00101
7328	puma	CT, 00102	Public Use Microdata Area 00102
7329	puma	CT, 00103	Public Use Microdata Area 00103
7330	puma	CT, 00104	Public Use Microdata Area 00104
7331	puma	CT, 00105	Public Use Microdata Area 00105
7332	puma	CT, 00300	Public Use Microdata Area 00300
7333	puma	CT, 00301	Public Use Microdata Area 00301
7334	puma	CT, 00302	Public Use Microdata Area 00302
7335	puma	CT, 00303	Public Use Microdata Area 00303
7336	puma	CT, 00304	Public Use Microdata Area 00304
7337	puma	CT, 00305	Public Use Microdata Area 00305
7338	puma	CT, 00306	Public Use Microdata Area 00306
7339	puma	CT, 00500	Public Use Microdata Area 00500
7340	puma	CT, 00700	Public Use Microdata Area 00700
7341	puma	CT, 00900	Public Use Microdata Area 00900
7342	puma	CT, 00901	Public Use Microdata Area 00901
7343	puma	CT, 00902	Public Use Microdata Area 00902
7344	puma	CT, 00903	Public Use Microdata Area 00903
7345	puma	CT, 00904	Public Use Microdata Area 00904
7346	puma	CT, 00905	Public Use Microdata Area 00905
7347	puma	CT, 00906	Public Use Microdata Area 00906
7348	puma	CT, 01100	Public Use Microdata Area 01100
7349	puma	CT, 01101	Public Use Microdata Area 01101
7350	puma	CT, 01300	Public Use Microdata Area 01300
7351	puma	CT, 01500	Public Use Microdata Area 01500
7352	puma	DC, 00101	Public Use Microdata Area 00101
7353	puma	DC, 00102	Public Use Microdata Area 00102
7354	puma	DC, 00103	Public Use Microdata Area 00103
7355	puma	DC, 00104	Public Use Microdata Area 00104
7356	puma	DC, 00105	Public Use Microdata Area 00105
7357	puma	DE, 00101	Public Use Microdata Area 00101
7358	puma	DE, 00102	Public Use Microdata Area 00102
7359	puma	DE, 00103	Public Use Microdata Area 00103
7360	puma	DE, 00104	Public Use Microdata Area 00104
7361	puma	DE, 00200	Public Use Microdata Area 00200
7362	puma	DE, 00300	Public Use Microdata Area 00300
7363	puma	FL, 00101	Public Use Microdata Area 00101
7364	puma	FL, 00102	Public Use Microdata Area 00102
7365	puma	FL, 00500	Public Use Microdata Area 00500
7366	puma	FL, 00901	Public Use Microdata Area 00901
7367	puma	FL, 00902	Public Use Microdata Area 00902
7368	puma	FL, 00903	Public Use Microdata Area 00903
7369	puma	FL, 00904	Public Use Microdata Area 00904
7370	puma	FL, 01101	Public Use Microdata Area 01101
7371	puma	FL, 01102	Public Use Microdata Area 01102
7372	puma	FL, 01103	Public Use Microdata Area 01103
7373	puma	FL, 01104	Public Use Microdata Area 01104
7374	puma	FL, 01105	Public Use Microdata Area 01105
7375	puma	FL, 01106	Public Use Microdata Area 01106
7376	puma	FL, 01107	Public Use Microdata Area 01107
7377	puma	FL, 01108	Public Use Microdata Area 01108
7378	puma	FL, 01109	Public Use Microdata Area 01109
7379	puma	FL, 01110	Public Use Microdata Area 01110
7380	puma	FL, 01111	Public Use Microdata Area 01111
7381	puma	FL, 01112	Public Use Microdata Area 01112
7382	puma	FL, 01113	Public Use Microdata Area 01113
7383	puma	FL, 01114	Public Use Microdata Area 01114
7384	puma	FL, 01500	Public Use Microdata Area 01500
7385	puma	FL, 01701	Public Use Microdata Area 01701
7386	puma	FL, 01900	Public Use Microdata Area 01900
7387	puma	FL, 02101	Public Use Microdata Area 02101
7388	puma	FL, 02102	Public Use Microdata Area 02102
7389	puma	FL, 02103	Public Use Microdata Area 02103
7390	puma	FL, 02300	Public Use Microdata Area 02300
7391	puma	FL, 02700	Public Use Microdata Area 02700
7392	puma	FL, 03101	Public Use Microdata Area 03101
7393	puma	FL, 03102	Public Use Microdata Area 03102
7394	puma	FL, 03103	Public Use Microdata Area 03103
7395	puma	FL, 03104	Public Use Microdata Area 03104
7396	puma	FL, 03105	Public Use Microdata Area 03105
7397	puma	FL, 03106	Public Use Microdata Area 03106
7398	puma	FL, 03107	Public Use Microdata Area 03107
7399	puma	FL, 03301	Public Use Microdata Area 03301
7400	puma	FL, 03302	Public Use Microdata Area 03302
7401	puma	FL, 03500	Public Use Microdata Area 03500
7402	puma	FL, 05301	Public Use Microdata Area 05301
7403	puma	FL, 05701	Public Use Microdata Area 05701
7404	puma	FL, 05702	Public Use Microdata Area 05702
7405	puma	FL, 05703	Public Use Microdata Area 05703
7406	puma	FL, 05704	Public Use Microdata Area 05704
7407	puma	FL, 05705	Public Use Microdata Area 05705
7408	puma	FL, 05706	Public Use Microdata Area 05706
7409	puma	FL, 05707	Public Use Microdata Area 05707
7410	puma	FL, 05708	Public Use Microdata Area 05708
7411	puma	FL, 06100	Public Use Microdata Area 06100
7412	puma	FL, 06300	Public Use Microdata Area 06300
7413	puma	FL, 06901	Public Use Microdata Area 06901
7414	puma	FL, 06902	Public Use Microdata Area 06902
7415	puma	FL, 06903	Public Use Microdata Area 06903
7416	puma	FL, 07101	Public Use Microdata Area 07101
7417	puma	FL, 07102	Public Use Microdata Area 07102
7418	puma	FL, 07103	Public Use Microdata Area 07103
7419	puma	FL, 07104	Public Use Microdata Area 07104
7420	puma	FL, 07105	Public Use Microdata Area 07105
7421	puma	FL, 07300	Public Use Microdata Area 07300
7422	puma	FL, 07301	Public Use Microdata Area 07301
7423	puma	FL, 08101	Public Use Microdata Area 08101
7424	puma	FL, 08102	Public Use Microdata Area 08102
7425	puma	FL, 08103	Public Use Microdata Area 08103
7426	puma	FL, 08301	Public Use Microdata Area 08301
7427	puma	FL, 08302	Public Use Microdata Area 08302
7428	puma	FL, 08303	Public Use Microdata Area 08303
7429	puma	FL, 08500	Public Use Microdata Area 08500
7430	puma	FL, 08601	Public Use Microdata Area 08601
7431	puma	FL, 08602	Public Use Microdata Area 08602
7432	puma	FL, 08603	Public Use Microdata Area 08603
7433	puma	FL, 08604	Public Use Microdata Area 08604
7434	puma	FL, 08605	Public Use Microdata Area 08605
7435	puma	FL, 08606	Public Use Microdata Area 08606
7436	puma	FL, 08607	Public Use Microdata Area 08607
7437	puma	FL, 08608	Public Use Microdata Area 08608
7438	puma	FL, 08609	Public Use Microdata Area 08609
7439	puma	FL, 08610	Public Use Microdata Area 08610
7440	puma	FL, 08611	Public Use Microdata Area 08611
7441	puma	FL, 08612	Public Use Microdata Area 08612
7442	puma	FL, 08613	Public Use Microdata Area 08613
7443	puma	FL, 08614	Public Use Microdata Area 08614
7444	puma	FL, 08615	Public Use Microdata Area 08615
7445	puma	FL, 08616	Public Use Microdata Area 08616
7446	puma	FL, 08617	Public Use Microdata Area 08617
7447	puma	FL, 08618	Public Use Microdata Area 08618
7448	puma	FL, 08619	Public Use Microdata Area 08619
7449	puma	FL, 08620	Public Use Microdata Area 08620
7450	puma	FL, 08621	Public Use Microdata Area 08621
7451	puma	FL, 08622	Public Use Microdata Area 08622
7452	puma	FL, 08623	Public Use Microdata Area 08623
7453	puma	FL, 08624	Public Use Microdata Area 08624
7454	puma	FL, 08700	Public Use Microdata Area 08700
7455	puma	FL, 08900	Public Use Microdata Area 08900
7456	puma	FL, 09100	Public Use Microdata Area 09100
7457	puma	FL, 09300	Public Use Microdata Area 09300
7458	puma	FL, 09501	Public Use Microdata Area 09501
7459	puma	FL, 09502	Public Use Microdata Area 09502
7460	puma	FL, 09503	Public Use Microdata Area 09503
7461	puma	FL, 09504	Public Use Microdata Area 09504
7462	puma	FL, 09505	Public Use Microdata Area 09505
7463	puma	FL, 09506	Public Use Microdata Area 09506
7464	puma	FL, 09507	Public Use Microdata Area 09507
7465	puma	FL, 09508	Public Use Microdata Area 09508
7466	puma	FL, 09509	Public Use Microdata Area 09509
7467	puma	FL, 09510	Public Use Microdata Area 09510
7468	puma	FL, 09701	Public Use Microdata Area 09701
7469	puma	FL, 09702	Public Use Microdata Area 09702
7470	puma	FL, 09901	Public Use Microdata Area 09901
7471	puma	FL, 09902	Public Use Microdata Area 09902
7472	puma	FL, 09903	Public Use Microdata Area 09903
7473	puma	FL, 09904	Public Use Microdata Area 09904
7474	puma	FL, 09905	Public Use Microdata Area 09905
7475	puma	FL, 09906	Public Use Microdata Area 09906
7476	puma	FL, 09907	Public Use Microdata Area 09907
7477	puma	FL, 09908	Public Use Microdata Area 09908
7478	puma	FL, 09909	Public Use Microdata Area 09909
7479	puma	FL, 09910	Public Use Microdata Area 09910
7480	puma	FL, 09911	Public Use Microdata Area 09911
7481	puma	FL, 10101	Public Use Microdata Area 10101
7482	puma	FL, 10102	Public Use Microdata Area 10102
7483	puma	FL, 10103	Public Use Microdata Area 10103
7484	puma	FL, 10104	Public Use Microdata Area 10104
7485	puma	FL, 10301	Public Use Microdata Area 10301
7486	puma	FL, 10302	Public Use Microdata Area 10302
7487	puma	FL, 10303	Public Use Microdata Area 10303
7488	puma	FL, 10304	Public Use Microdata Area 10304
7489	puma	FL, 10305	Public Use Microdata Area 10305
7490	puma	FL, 10306	Public Use Microdata Area 10306
7491	puma	FL, 10307	Public Use Microdata Area 10307
7492	puma	FL, 10308	Public Use Microdata Area 10308
7493	puma	FL, 10501	Public Use Microdata Area 10501
7494	puma	FL, 10502	Public Use Microdata Area 10502
7495	puma	FL, 10503	Public Use Microdata Area 10503
7496	puma	FL, 10504	Public Use Microdata Area 10504
7497	puma	FL, 10700	Public Use Microdata Area 10700
7498	puma	FL, 10900	Public Use Microdata Area 10900
7499	puma	FL, 11101	Public Use Microdata Area 11101
7500	puma	FL, 11102	Public Use Microdata Area 11102
7501	puma	FL, 11300	Public Use Microdata Area 11300
7502	puma	FL, 11501	Public Use Microdata Area 11501
7503	puma	FL, 11502	Public Use Microdata Area 11502
7504	puma	FL, 11503	Public Use Microdata Area 11503
7505	puma	FL, 11701	Public Use Microdata Area 11701
7506	puma	FL, 11702	Public Use Microdata Area 11702
7507	puma	FL, 11703	Public Use Microdata Area 11703
7508	puma	FL, 11704	Public Use Microdata Area 11704
7509	puma	FL, 12100	Public Use Microdata Area 12100
7510	puma	FL, 12701	Public Use Microdata Area 12701
7511	puma	FL, 12702	Public Use Microdata Area 12702
7512	puma	FL, 12703	Public Use Microdata Area 12703
7513	puma	FL, 12704	Public Use Microdata Area 12704
7514	puma	GA, 00100	Public Use Microdata Area 00100
7515	puma	GA, 00200	Public Use Microdata Area 00200
7516	puma	GA, 00300	Public Use Microdata Area 00300
7517	puma	GA, 00401	Public Use Microdata Area 00401
7518	puma	GA, 00402	Public Use Microdata Area 00402
7519	puma	GA, 00500	Public Use Microdata Area 00500
7520	puma	GA, 00600	Public Use Microdata Area 00600
7521	puma	GA, 00700	Public Use Microdata Area 00700
7522	puma	GA, 00800	Public Use Microdata Area 00800
7523	puma	GA, 00900	Public Use Microdata Area 00900
7524	puma	GA, 01001	Public Use Microdata Area 01001
7525	puma	GA, 01002	Public Use Microdata Area 01002
7526	puma	GA, 01003	Public Use Microdata Area 01003
7527	puma	GA, 01004	Public Use Microdata Area 01004
7528	puma	GA, 01005	Public Use Microdata Area 01005
7529	puma	GA, 01006	Public Use Microdata Area 01006
7530	puma	GA, 01007	Public Use Microdata Area 01007
7531	puma	GA, 01008	Public Use Microdata Area 01008
7532	puma	GA, 01100	Public Use Microdata Area 01100
7533	puma	GA, 01200	Public Use Microdata Area 01200
7534	puma	GA, 01300	Public Use Microdata Area 01300
7535	puma	GA, 01400	Public Use Microdata Area 01400
7536	puma	GA, 01500	Public Use Microdata Area 01500
7537	puma	GA, 01600	Public Use Microdata Area 01600
7538	puma	GA, 01700	Public Use Microdata Area 01700
7539	puma	GA, 01800	Public Use Microdata Area 01800
7540	puma	GA, 01900	Public Use Microdata Area 01900
7541	puma	GA, 02001	Public Use Microdata Area 02001
7542	puma	GA, 02002	Public Use Microdata Area 02002
7543	puma	GA, 02003	Public Use Microdata Area 02003
7544	puma	GA, 02004	Public Use Microdata Area 02004
7545	puma	GA, 02100	Public Use Microdata Area 02100
7546	puma	GA, 02200	Public Use Microdata Area 02200
7547	puma	GA, 02300	Public Use Microdata Area 02300
7548	puma	GA, 02400	Public Use Microdata Area 02400
7549	puma	GA, 02500	Public Use Microdata Area 02500
7550	puma	GA, 02600	Public Use Microdata Area 02600
7551	puma	GA, 02700	Public Use Microdata Area 02700
7552	puma	GA, 02800	Public Use Microdata Area 02800
7553	puma	GA, 02900	Public Use Microdata Area 02900
7554	puma	GA, 03001	Public Use Microdata Area 03001
7555	puma	GA, 03002	Public Use Microdata Area 03002
7556	puma	GA, 03003	Public Use Microdata Area 03003
7557	puma	GA, 03004	Public Use Microdata Area 03004
7558	puma	GA, 03005	Public Use Microdata Area 03005
7559	puma	GA, 03101	Public Use Microdata Area 03101
7560	puma	GA, 03102	Public Use Microdata Area 03102
7561	puma	GA, 03200	Public Use Microdata Area 03200
7562	puma	GA, 03300	Public Use Microdata Area 03300
7563	puma	GA, 03400	Public Use Microdata Area 03400
7564	puma	GA, 03500	Public Use Microdata Area 03500
7565	puma	GA, 03600	Public Use Microdata Area 03600
7566	puma	GA, 03700	Public Use Microdata Area 03700
7567	puma	GA, 03800	Public Use Microdata Area 03800
7568	puma	GA, 03900	Public Use Microdata Area 03900
7569	puma	GA, 04000	Public Use Microdata Area 04000
7570	puma	GA, 04001	Public Use Microdata Area 04001
7571	puma	GA, 04002	Public Use Microdata Area 04002
7572	puma	GA, 04003	Public Use Microdata Area 04003
7573	puma	GA, 04004	Public Use Microdata Area 04004
7574	puma	GA, 04005	Public Use Microdata Area 04005
7575	puma	GA, 04006	Public Use Microdata Area 04006
7576	puma	GA, 04100	Public Use Microdata Area 04100
7577	puma	GA, 04200	Public Use Microdata Area 04200
7578	puma	GA, 04300	Public Use Microdata Area 04300
7579	puma	GA, 04400	Public Use Microdata Area 04400
7580	puma	GA, 04500	Public Use Microdata Area 04500
7581	puma	GA, 04600	Public Use Microdata Area 04600
7582	puma	GA, 05001	Public Use Microdata Area 05001
7583	puma	GA, 05002	Public Use Microdata Area 05002
7584	puma	GA, 06001	Public Use Microdata Area 06001
7585	puma	GA, 06002	Public Use Microdata Area 06002
7586	puma	IA, 00100	Public Use Microdata Area 00100
7587	puma	IA, 00200	Public Use Microdata Area 00200
7588	puma	IA, 00400	Public Use Microdata Area 00400
7589	puma	IA, 00500	Public Use Microdata Area 00500
7590	puma	IA, 00600	Public Use Microdata Area 00600
7591	puma	IA, 00700	Public Use Microdata Area 00700
7592	puma	IA, 00800	Public Use Microdata Area 00800
7593	puma	IA, 00900	Public Use Microdata Area 00900
7594	puma	IA, 01000	Public Use Microdata Area 01000
7595	puma	IA, 01100	Public Use Microdata Area 01100
7596	puma	IA, 01200	Public Use Microdata Area 01200
7597	puma	IA, 01300	Public Use Microdata Area 01300
7598	puma	IA, 01400	Public Use Microdata Area 01400
7599	puma	IA, 01500	Public Use Microdata Area 01500
7600	puma	IA, 01600	Public Use Microdata Area 01600
7601	puma	IA, 01700	Public Use Microdata Area 01700
7602	puma	IA, 01800	Public Use Microdata Area 01800
7603	puma	IA, 01900	Public Use Microdata Area 01900
7604	puma	IA, 02000	Public Use Microdata Area 02000
7605	puma	IA, 02100	Public Use Microdata Area 02100
7606	puma	IA, 02200	Public Use Microdata Area 02200
7607	puma	IA, 02300	Public Use Microdata Area 02300
7608	puma	ID, 00100	Public Use Microdata Area 00100
7609	puma	ID, 00200	Public Use Microdata Area 00200
7610	puma	ID, 00300	Public Use Microdata Area 00300
7611	puma	ID, 00400	Public Use Microdata Area 00400
7612	puma	ID, 00500	Public Use Microdata Area 00500
7613	puma	ID, 00600	Public Use Microdata Area 00600
7614	puma	ID, 00701	Public Use Microdata Area 00701
7615	puma	ID, 00702	Public Use Microdata Area 00702
7616	puma	ID, 00800	Public Use Microdata Area 00800
7617	puma	ID, 00900	Public Use Microdata Area 00900
7618	puma	ID, 01000	Public Use Microdata Area 01000
7619	puma	ID, 01100	Public Use Microdata Area 01100
7620	puma	ID, 01200	Public Use Microdata Area 01200
7621	puma	ID, 01300	Public Use Microdata Area 01300
7622	puma	IL, 00104	Public Use Microdata Area 00104
7623	puma	IL, 00105	Public Use Microdata Area 00105
7624	puma	IL, 00202	Public Use Microdata Area 00202
7625	puma	IL, 00300	Public Use Microdata Area 00300
7626	puma	IL, 00401	Public Use Microdata Area 00401
7627	puma	IL, 00501	Public Use Microdata Area 00501
